coverages,resource_id,date_last_updated,bag_url,science_metadata_url,creator,resource_map_url,immutable,resource_title,shareable,discoverable,published,date_created,resource_url,public,resource_type
[],a33fc7101eeb47cd94af580fdd0adc67,05-14-2017,http://www.hydroshare.org/django_irods/download/bags/a33fc7101eeb47cd94af580fdd0adc67.zip,http://www.hydroshare.org/hsapi/resource/a33fc7101eeb47cd94af580fdd0adc67/scimeta/,"Habili, Nariman",http://www.hydroshare.org/hsapi/resource/a33fc7101eeb47cd94af580fdd0adc67/map/,False,Anuga,True,True,False,01-19-2017,http://www.hydroshare.org/resource/a33fc7101eeb47cd94af580fdd0adc67/,True,ModelProgramResource
[],7546fb2489a148c5b733499419c14337,05-14-2017,http://www.hydroshare.org/django_irods/download/bags/7546fb2489a148c5b733499419c14337.zip,http://www.hydroshare.org/hsapi/resource/7546fb2489a148c5b733499419c14337/scimeta/,"Hutton, Eric",http://www.hydroshare.org/hsapi/resource/7546fb2489a148c5b733499419c14337/map/,False,Avulsion,True,True,False,01-19-2017,http://www.hydroshare.org/resource/7546fb2489a148c5b733499419c14337/,True,ModelProgramResource
[],969f511514f6441eb4c0c07c8a2ec74e,05-14-2017,http://www.hydroshare.org/django_irods/download/bags/969f511514f6441eb4c0c07c8a2ec74e.zip,http://www.hydroshare.org/hsapi/resource/969f511514f6441eb4c0c07c8a2ec74e/scimeta/,"Wang, Jiahu",http://www.hydroshare.org/hsapi/resource/969f511514f6441eb4c0c07c8a2ec74e/map/,False,CREST,True,True,False,01-19-2017,http://www.hydroshare.org/resource/969f511514f6441eb4c0c07c8a2ec74e/,True,ModelProgramResource
[],9fa4a07484f6484f860de9002cc99c7d,05-14-2017,http://www.hydroshare.org/django_irods/download/bags/9fa4a07484f6484f860de9002cc99c7d.zip,http://www.hydroshare.org/hsapi/resource/9fa4a07484f6484f860de9002cc99c7d/scimeta/,,http://www.hydroshare.org/hsapi/resource/9fa4a07484f6484f860de9002cc99c7d/map/,False,DHSVM,True,True,False,01-19-2017,http://www.hydroshare.org/resource/9fa4a07484f6484f860de9002cc99c7d/,True,ModelProgramResource
[],cddd767c527743b9a4bcc9dbad27ac36,05-14-2017,http://www.hydroshare.org/django_irods/download/bags/cddd767c527743b9a4bcc9dbad27ac36.zip,http://www.hydroshare.org/hsapi/resource/cddd767c527743b9a4bcc9dbad27ac36/scimeta/,,http://www.hydroshare.org/hsapi/resource/cddd767c527743b9a4bcc9dbad27ac36/map/,False,DR3M,True,True,False,01-19-2017,http://www.hydroshare.org/resource/cddd767c527743b9a4bcc9dbad27ac36/,True,ModelProgramResource
[],7c8a2591b5ca4d0d894664323aec01c2,05-14-2017,http://www.hydroshare.org/django_irods/download/bags/7c8a2591b5ca4d0d894664323aec01c2.zip,http://www.hydroshare.org/hsapi/resource/7c8a2591b5ca4d0d894664323aec01c2/scimeta/,"Slingerland, Rudy",http://www.hydroshare.org/hsapi/resource/7c8a2591b5ca4d0d894664323aec01c2/map/,False,FLDTA,True,True,False,01-19-2017,http://www.hydroshare.org/resource/7c8a2591b5ca4d0d894664323aec01c2/,True,ModelProgramResource
[],deda1bce9e2948709c024afde4571c68,05-14-2017,http://www.hydroshare.org/django_irods/download/bags/deda1bce9e2948709c024afde4571c68.zip,http://www.hydroshare.org/hsapi/resource/deda1bce9e2948709c024afde4571c68/scimeta/,"Rigon, Riccardo ",http://www.hydroshare.org/hsapi/resource/deda1bce9e2948709c024afde4571c68/map/,False,GEOtop,True,True,False,01-19-2017,http://www.hydroshare.org/resource/deda1bce9e2948709c024afde4571c68/,True,ModelProgramResource
[],672d35a0ff3c472ebe484b09a39abb89,05-14-2017,http://www.hydroshare.org/django_irods/download/bags/672d35a0ff3c472ebe484b09a39abb89.zip,http://www.hydroshare.org/hsapi/resource/672d35a0ff3c472ebe484b09a39abb89/scimeta/,"Hagdorn, Magnus",http://www.hydroshare.org/hsapi/resource/672d35a0ff3c472ebe484b09a39abb89/map/,False,Glimmer-CISM,True,True,False,01-19-2017,http://www.hydroshare.org/resource/672d35a0ff3c472ebe484b09a39abb89/,True,ModelProgramResource
[],9dc4cd39a3664989b254dbec06587418,05-14-2017,http://www.hydroshare.org/django_irods/download/bags/9dc4cd39a3664989b254dbec06587418.zip,http://www.hydroshare.org/hsapi/resource/9dc4cd39a3664989b254dbec06587418/scimeta/,"Wickert, Andy",http://www.hydroshare.org/hsapi/resource/9dc4cd39a3664989b254dbec06587418/map/,False,IceFlow,True,True,False,01-19-2017,http://www.hydroshare.org/resource/9dc4cd39a3664989b254dbec06587418/,True,ModelProgramResource
[],cafc1c4cd04b4bbcaf284f6e876c0932,05-14-2017,http://www.hydroshare.org/django_irods/download/bags/cafc1c4cd04b4bbcaf284f6e876c0932.zip,http://www.hydroshare.org/hsapi/resource/cafc1c4cd04b4bbcaf284f6e876c0932/scimeta/,"Slingerland, Rudy",http://www.hydroshare.org/hsapi/resource/cafc1c4cd04b4bbcaf284f6e876c0932/map/,False,MIDAS,True,True,False,01-19-2017,http://www.hydroshare.org/resource/cafc1c4cd04b4bbcaf284f6e876c0932/,True,ModelProgramResource
[],2dabb082b9b747e4b6eb2cd803c9ab6b,05-14-2017,http://www.hydroshare.org/django_irods/download/bags/2dabb082b9b747e4b6eb2cd803c9ab6b.zip,http://www.hydroshare.org/hsapi/resource/2dabb082b9b747e4b6eb2cd803c9ab6b/scimeta/,"Barlow, Paul",http://www.hydroshare.org/hsapi/resource/2dabb082b9b747e4b6eb2cd803c9ab6b/map/,False,MODFLOW-2000,True,True,False,01-19-2017,http://www.hydroshare.org/resource/2dabb082b9b747e4b6eb2cd803c9ab6b/,True,ModelProgramResource
[],daeb8d910b9240fcbd2a8477f6062380,05-14-2017,http://www.hydroshare.org/django_irods/download/bags/daeb8d910b9240fcbd2a8477f6062380.zip,http://www.hydroshare.org/hsapi/resource/daeb8d910b9240fcbd2a8477f6062380/scimeta/,"Maxwell, Reed",http://www.hydroshare.org/hsapi/resource/daeb8d910b9240fcbd2a8477f6062380/map/,False,ParFlow,True,True,False,01-19-2017,http://www.hydroshare.org/resource/daeb8d910b9240fcbd2a8477f6062380/,True,ModelProgramResource
[],fe68b38271da4f86b9204168f72d06bf,05-14-2017,http://www.hydroshare.org/django_irods/download/bags/fe68b38271da4f86b9204168f72d06bf.zip,http://www.hydroshare.org/hsapi/resource/fe68b38271da4f86b9204168f72d06bf/scimeta/,"Oliviera,  Rafael",http://www.hydroshare.org/hsapi/resource/fe68b38271da4f86b9204168f72d06bf/map/,False,Pllcart3d,True,True,False,01-19-2017,http://www.hydroshare.org/resource/fe68b38271da4f86b9204168f72d06bf/,True,ModelProgramResource
[],0ff2b8cc498b48ab930421179e4c10a0,05-14-2017,http://www.hydroshare.org/django_irods/download/bags/0ff2b8cc498b48ab930421179e4c10a0.zip,http://www.hydroshare.org/hsapi/resource/0ff2b8cc498b48ab930421179e4c10a0/scimeta/,"Slingerland, Rudy",http://www.hydroshare.org/hsapi/resource/0ff2b8cc498b48ab930421179e4c10a0/map/,False,STVENANT,True,True,False,01-19-2017,http://www.hydroshare.org/resource/0ff2b8cc498b48ab930421179e4c10a0/,True,ModelProgramResource
[],3448f5250f9640fbb939504bc1adc741,05-14-2017,http://www.hydroshare.org/django_irods/download/bags/3448f5250f9640fbb939504bc1adc741.zip,http://www.hydroshare.org/hsapi/resource/3448f5250f9640fbb939504bc1adc741/scimeta/,"Matell, Nora",http://www.hydroshare.org/hsapi/resource/3448f5250f9640fbb939504bc1adc741/map/,False,TopoFlow,True,True,False,01-19-2017,http://www.hydroshare.org/resource/3448f5250f9640fbb939504bc1adc741/,True,ModelProgramResource
[],74a4a124f0ba47d8bc3e2ffa11fb03d5,05-14-2017,http://www.hydroshare.org/django_irods/download/bags/74a4a124f0ba47d8bc3e2ffa11fb03d5.zip,http://www.hydroshare.org/hsapi/resource/74a4a124f0ba47d8bc3e2ffa11fb03d5/scimeta/,"Tucker, Greg",http://www.hydroshare.org/hsapi/resource/74a4a124f0ba47d8bc3e2ffa11fb03d5/map/,False,Landlab,True,True,False,01-20-2017,http://www.hydroshare.org/resource/74a4a124f0ba47d8bc3e2ffa11fb03d5/,True,ModelProgramResource
[],688101cf14a94e2bac1f55fb425fa8e3,05-14-2017,http://www.hydroshare.org/django_irods/download/bags/688101cf14a94e2bac1f55fb425fa8e3.zip,http://www.hydroshare.org/hsapi/resource/688101cf14a94e2bac1f55fb425fa8e3/scimeta/,"Schmidt, Gavin",http://www.hydroshare.org/hsapi/resource/688101cf14a94e2bac1f55fb425fa8e3/map/,False,GISS GCM ModelE,True,True,False,01-20-2017,http://www.hydroshare.org/resource/688101cf14a94e2bac1f55fb425fa8e3/,True,ModelProgramResource
[],f775c9d0e7604d62bac1e09a9f0c322f,05-14-2017,http://www.hydroshare.org/django_irods/download/bags/f775c9d0e7604d62bac1e09a9f0c322f.zip,http://www.hydroshare.org/hsapi/resource/f775c9d0e7604d62bac1e09a9f0c322f/scimeta/,"Jiang, Peishi",http://www.hydroshare.org/hsapi/resource/f775c9d0e7604d62bac1e09a9f0c322f/map/,False,GreenAmptInfiltrationModel,True,True,False,01-20-2017,http://www.hydroshare.org/resource/f775c9d0e7604d62bac1e09a9f0c322f/,True,ModelProgramResource
[],bda4841d2eab43d9a2d073167b610439,05-14-2017,http://www.hydroshare.org/django_irods/download/bags/bda4841d2eab43d9a2d073167b610439.zip,http://www.hydroshare.org/hsapi/resource/bda4841d2eab43d9a2d073167b610439/scimeta/,"Tague, Christina",http://www.hydroshare.org/hsapi/resource/bda4841d2eab43d9a2d073167b610439/map/,False,RHESSys,True,True,False,01-20-2017,http://www.hydroshare.org/resource/bda4841d2eab43d9a2d073167b610439/,True,ModelProgramResource
[],828ea616b91b42b4a28c67f95e4568ed,05-14-2017,http://www.hydroshare.org/django_irods/download/bags/828ea616b91b42b4a28c67f95e4568ed.zip,http://www.hydroshare.org/hsapi/resource/828ea616b91b42b4a28c67f95e4568ed/scimeta/,"Peckham, Scott",http://www.hydroshare.org/hsapi/resource/828ea616b91b42b4a28c67f95e4568ed/map/,False,TopoFlow-Channels-Diffusive Wave,True,True,False,01-19-2017,http://www.hydroshare.org/resource/828ea616b91b42b4a28c67f95e4568ed/,True,ModelProgramResource
"[{u'type': u'box', u'value': {u'northlimit': 42.00032514831621, u'projection': u'WGS 84 EPSG:4326', u'name': u'Wasatch Range Metropolitan Area', u'units': u'Decimal degrees', u'southlimit': 40.08647729380882, u'eastlimit': -111.4453125, u'westlimit': -112.247314453125}}, {u'type': u'period', u'value': {u'start': u'2016-01-01', u'end': u'2016-12-31'}}]",ccfda4ccdbd2474590e889b6d1c028e1,07-26-2017,http://www.hydroshare.org/django_irods/download/bags/ccfda4ccdbd2474590e889b6d1c028e1.zip,http://www.hydroshare.org/hsapi/resource/ccfda4ccdbd2474590e889b6d1c028e1/scimeta/,Amber Jones,http://www.hydroshare.org/hsapi/resource/ccfda4ccdbd2474590e889b6d1c028e1/map/,False,Test Resource,True,True,False,01-19-2017,http://www.hydroshare.org/resource/ccfda4ccdbd2474590e889b6d1c028e1/,False,GenericResource
"[{u'type': u'point', u'value': {u'elevation': u'1646.0', u'name': u'USGS Gage 10172200 above Red Butte Reservoir', u'units': u'Decimal degrees', u'north': 40.78, u'east': -111.805278, u'projection': u'WGS84'}}]",878093a81b284ac8a4f65948b1c597a2,12-22-2017,http://www.hydroshare.org/django_irods/download/bags/878093a81b284ac8a4f65948b1c597a2.zip,http://www.hydroshare.org/hsapi/resource/878093a81b284ac8a4f65948b1c597a2/scimeta/,,http://www.hydroshare.org/hsapi/resource/878093a81b284ac8a4f65948b1c597a2/map/,False,iUTAH GAMUT Network Raw Data at USGS Gage 10172200 above Red Butte Reservoir (RB_ARBR_USGS),True,True,False,01-20-2017,http://www.hydroshare.org/resource/878093a81b284ac8a4f65948b1c597a2/,True,GenericResource
"[{u'type': u'point', u'value': {u'elevation': u'1974.49', u'name': u'Kamas Base Station', u'units': u'Decimal degrees', u'north': 40.642003, u'east': -111.284067, u'projection': u'WGS84'}}]",c19b4b0bd0b34eac8f99b51626b7ab08,12-22-2017,http://www.hydroshare.org/django_irods/download/bags/c19b4b0bd0b34eac8f99b51626b7ab08.zip,http://www.hydroshare.org/hsapi/resource/c19b4b0bd0b34eac8f99b51626b7ab08/scimeta/,,http://www.hydroshare.org/hsapi/resource/c19b4b0bd0b34eac8f99b51626b7ab08/map/,False,iUTAH GAMUT Network Raw Data at Kamas Base Station (PR_KM_B),True,True,False,01-20-2017,http://www.hydroshare.org/resource/c19b4b0bd0b34eac8f99b51626b7ab08/,True,GenericResource
"[{u'type': u'point', u'value': {u'elevation': u'1658.0', u'name': u'Provo River at Charleston Central Utah Water Conservancy District Gage', u'units': u'Decimal degrees', u'north': 40.48498, u'east': -111.46245, u'projection': u'WGS84'}}]",b5f0873404b941ef982df72e90fc140c,12-22-2017,http://www.hydroshare.org/django_irods/download/bags/b5f0873404b941ef982df72e90fc140c.zip,http://www.hydroshare.org/hsapi/resource/b5f0873404b941ef982df72e90fc140c/scimeta/,,http://www.hydroshare.org/hsapi/resource/b5f0873404b941ef982df72e90fc140c/map/,False,iUTAH GAMUT Network Raw Data at Provo River at Charleston Central Utah Water Conservancy District Gage (PR_CH_CUWCD),True,True,False,01-20-2017,http://www.hydroshare.org/resource/b5f0873404b941ef982df72e90fc140c/,True,GenericResource
"[{u'type': u'point', u'value': {u'elevation': u'3097.99', u'name': u'Yellow Lake Repeater', u'units': u'Decimal degrees', u'north': 40.466908, u'east': -111.103183, u'projection': u'WGS84'}}]",ae8f71e9da1349948d763f854053bd04,12-22-2017,http://www.hydroshare.org/django_irods/download/bags/ae8f71e9da1349948d763f854053bd04.zip,http://www.hydroshare.org/hsapi/resource/ae8f71e9da1349948d763f854053bd04/scimeta/,,http://www.hydroshare.org/hsapi/resource/ae8f71e9da1349948d763f854053bd04/map/,False,iUTAH GAMUT Network Raw Data at Yellow Lake Repeater (PR_YL_R),True,True,False,01-20-2017,http://www.hydroshare.org/resource/ae8f71e9da1349948d763f854053bd04/,True,GenericResource
"[{u'type': u'point', u'value': {u'elevation': u'1799.0', u'name': u'Provo River Below Jordanelle Reservoir Central Utah Water Conservancy District Reservoir Release', u'units': u'Decimal degrees', u'north': 40.596619, u'east': -111.423244, u'projection': u'WGS84'}}]",3d52e02b093742528388fc521826a7de,12-22-2017,http://www.hydroshare.org/django_irods/download/bags/3d52e02b093742528388fc521826a7de.zip,http://www.hydroshare.org/hsapi/resource/3d52e02b093742528388fc521826a7de/scimeta/,,http://www.hydroshare.org/hsapi/resource/3d52e02b093742528388fc521826a7de/map/,False,iUTAH GAMUT Network Raw Data at Provo River Below Jordanelle Reservoir Central Utah Water Conservancy District Reservoir Release (PR_BJ_CUWCD),True,True,False,01-20-2017,http://www.hydroshare.org/resource/3d52e02b093742528388fc521826a7de/,True,GenericResource
"[{u'type': u'point', u'value': {u'elevation': u'1799.0', u'name': u'Timpanogos Canal below Jordanelle Reservoir', u'units': u'Decimal degrees', u'north': 40.596619, u'east': -111.4232, u'projection': u'WGS84'}}]",5308027ae2f54be69aff8554a1193a02,12-22-2017,http://www.hydroshare.org/django_irods/download/bags/5308027ae2f54be69aff8554a1193a02.zip,http://www.hydroshare.org/hsapi/resource/5308027ae2f54be69aff8554a1193a02/scimeta/,,http://www.hydroshare.org/hsapi/resource/5308027ae2f54be69aff8554a1193a02/map/,False,iUTAH GAMUT Network Raw Data at Timpanogos Canal below Jordanelle Reservoir (PR_TC_CUWCD),True,True,False,01-23-2017,http://www.hydroshare.org/resource/5308027ae2f54be69aff8554a1193a02/,True,GenericResource
"[{u'type': u'point', u'value': {u'elevation': u'None', u'name': u'Red Butte Reservoir', u'units': u'Decimal degrees', u'north': 40.777126, u'east': -111.811086, u'projection': u'WGS84'}}]",7862ec8fdd5c4ac0a77852eca663ddff,12-22-2017,http://www.hydroshare.org/django_irods/download/bags/7862ec8fdd5c4ac0a77852eca663ddff.zip,http://www.hydroshare.org/hsapi/resource/7862ec8fdd5c4ac0a77852eca663ddff/scimeta/,,http://www.hydroshare.org/hsapi/resource/7862ec8fdd5c4ac0a77852eca663ddff/map/,False,iUTAH GAMUT Network Raw Data at Red Butte Reservoir (RB_RBR_CUWCD),True,True,False,01-23-2017,http://www.hydroshare.org/resource/7862ec8fdd5c4ac0a77852eca663ddff/,True,GenericResource
[],600c7ad948444532aced7fa3acb12239,01-23-2017,http://www.hydroshare.org/django_irods/download/bags/600c7ad948444532aced7fa3acb12239.zip,http://www.hydroshare.org/hsapi/resource/600c7ad948444532aced7fa3acb12239/scimeta/,Lorne Leonard,http://www.hydroshare.org/hsapi/resource/600c7ad948444532aced7fa3acb12239/map/,False,"RHESSys model for Ellerbe Creek at Club Boulevard near to Durham, NC",True,True,False,01-23-2017,http://www.hydroshare.org/resource/600c7ad948444532aced7fa3acb12239/,True,GenericResource
"[{u'type': u'point', u'value': {u'elevation': u'1373.0', u'name': u'Harbor Drive Advanced Aquatic', u'units': u'Decimal degrees', u'north': 40.239039, u'east': -111.71085, u'projection': u'WGS84'}}]",c410ec78d23143268642e2298e884a9b,12-22-2017,http://www.hydroshare.org/django_irods/download/bags/c410ec78d23143268642e2298e884a9b.zip,http://www.hydroshare.org/hsapi/resource/c410ec78d23143268642e2298e884a9b/scimeta/,,http://www.hydroshare.org/hsapi/resource/c410ec78d23143268642e2298e884a9b/map/,False,iUTAH GAMUT Network Raw Data at Harbor Drive Advanced Aquatic (PR_HD_AA),True,True,False,01-24-2017,http://www.hydroshare.org/resource/c410ec78d23143268642e2298e884a9b/,True,GenericResource
"[{u'type': u'point', u'value': {u'elevation': u'1374.65', u'name': u'USGS Gage 10163000 Provo River at Provo, UT', u'units': u'Decimal degrees', u'north': 40.237778, u'east': -111.698611, u'projection': u'WGS84'}}]",bddd818ab2074ca9b7335596244b67e4,12-22-2017,http://www.hydroshare.org/django_irods/download/bags/bddd818ab2074ca9b7335596244b67e4.zip,http://www.hydroshare.org/hsapi/resource/bddd818ab2074ca9b7335596244b67e4/scimeta/,,http://www.hydroshare.org/hsapi/resource/bddd818ab2074ca9b7335596244b67e4/map/,False,"iUTAH GAMUT Network Raw Data at USGS Gage 10163000 Provo River at Provo, UT (PR_HD_USGS)",True,True,False,01-24-2017,http://www.hydroshare.org/resource/bddd818ab2074ca9b7335596244b67e4/,True,GenericResource
[],a1e35535a8894d6f840e23640ba05143,06-14-2017,http://www.hydroshare.org/django_irods/download/bags/a1e35535a8894d6f840e23640ba05143.zip,http://www.hydroshare.org/hsapi/resource/a1e35535a8894d6f840e23640ba05143/scimeta/,Miguel Leon,http://www.hydroshare.org/hsapi/resource/a1e35535a8894d6f840e23640ba05143/map/,False,Using ODM2API and SQLAlchemy to load time series data from a file.,True,True,False,01-24-2017,http://www.hydroshare.org/resource/a1e35535a8894d6f840e23640ba05143/,False,GenericResource
[],c53a388d68654fd3b2c5fc45fb0a520f,01-25-2017,http://www.hydroshare.org/django_irods/download/bags/c53a388d68654fd3b2c5fc45fb0a520f.zip,http://www.hydroshare.org/hsapi/resource/c53a388d68654fd3b2c5fc45fb0a520f/scimeta/,Miguel Leon,http://www.hydroshare.org/hsapi/resource/c53a388d68654fd3b2c5fc45fb0a520f/map/,False,"Using ODM2API, ipython widgets, and  matplotlib to display time series data in an ipython notebook.",True,True,False,01-24-2017,http://www.hydroshare.org/resource/c53a388d68654fd3b2c5fc45fb0a520f/,False,GenericResource
[],e89b8b7d3eba4547ba103ed1cd8ecf64,01-25-2017,http://www.hydroshare.org/django_irods/download/bags/e89b8b7d3eba4547ba103ed1cd8ecf64.zip,http://www.hydroshare.org/hsapi/resource/e89b8b7d3eba4547ba103ed1cd8ecf64/scimeta/,Lorne Leonard,http://www.hydroshare.org/hsapi/resource/e89b8b7d3eba4547ba103ed1cd8ecf64/map/,False,"RHESSys Workflow for Ellerbe Creek at Club Boulevard near to Durham, NC",True,True,False,01-25-2017,http://www.hydroshare.org/resource/e89b8b7d3eba4547ba103ed1cd8ecf64/,True,GenericResource
[],9cc8dfefa91841f0a8e2f0730d40af76,01-25-2017,http://www.hydroshare.org/django_irods/download/bags/9cc8dfefa91841f0a8e2f0730d40af76.zip,http://www.hydroshare.org/hsapi/resource/9cc8dfefa91841f0a8e2f0730d40af76/scimeta/,Miguel Leon,http://www.hydroshare.org/hsapi/resource/9cc8dfefa91841f0a8e2f0730d40af76/map/,False,Connect to an ODM2 database and create a variable,True,True,False,01-25-2017,http://www.hydroshare.org/resource/9cc8dfefa91841f0a8e2f0730d40af76/,False,GenericResource
[],61666076104f4306b4ddbf22a3fc52ca,01-27-2017,http://www.hydroshare.org/django_irods/download/bags/61666076104f4306b4ddbf22a3fc52ca.zip,http://www.hydroshare.org/hsapi/resource/61666076104f4306b4ddbf22a3fc52ca/scimeta/,Jeffery S. Horsburgh,http://www.hydroshare.org/hsapi/resource/61666076104f4306b4ddbf22a3fc52ca/map/,True,iUTAH Research Data Policy,False,True,True,01-26-2017,http://www.hydroshare.org/resource/61666076104f4306b4ddbf22a3fc52ca/,True,GenericResource
"[{u'type': u'period', u'value': {u'start': u'2016-06-06', u'end': u'2016-08-22'}}, {u'type': u'box', u'value': {u'northlimit': 42.0, u'projection': u'WGS 84 EPSG:4326', u'units': u'Decimal degrees', u'southlimit': 40.5, u'eastlimit': -112.0, u'westlimit': -113.0}}]",190caaeb411d4318a521f4410a3f9bbc,02-22-2017,http://www.hydroshare.org/django_irods/download/bags/190caaeb411d4318a521f4410a3f9bbc.zip,http://www.hydroshare.org/hsapi/resource/190caaeb411d4318a521f4410a3f9bbc/scimeta/,Carly Hansen,http://www.hydroshare.org/hsapi/resource/190caaeb411d4318a521f4410a3f9bbc/map/,False,Great Salt Lake Water Quality,True,True,False,01-31-2017,http://www.hydroshare.org/resource/190caaeb411d4318a521f4410a3f9bbc/,False,GenericResource
[],6a304067fba34f0c9890d6295e549bbc,03-16-2017,http://www.hydroshare.org/django_irods/download/bags/6a304067fba34f0c9890d6295e549bbc.zip,http://www.hydroshare.org/hsapi/resource/6a304067fba34f0c9890d6295e549bbc/scimeta/,Laurence Lin,http://www.hydroshare.org/hsapi/resource/6a304067fba34f0c9890d6295e549bbc/map/,False,"RHESSys GIS variables (EJRV) for Coweeta Basin, NC",True,True,False,02-01-2017,http://www.hydroshare.org/resource/6a304067fba34f0c9890d6295e549bbc/,True,GenericResource
[],7ee249cd486f44498d04ff5684b00d1d,02-02-2017,http://www.hydroshare.org/django_irods/download/bags/7ee249cd486f44498d04ff5684b00d1d.zip,http://www.hydroshare.org/hsapi/resource/7ee249cd486f44498d04ff5684b00d1d/scimeta/,David Tarboton,http://www.hydroshare.org/hsapi/resource/7ee249cd486f44498d04ff5684b00d1d/map/,False,Managing and Sharing Research Data Using HydroShare,True,True,False,02-02-2017,http://www.hydroshare.org/resource/7ee249cd486f44498d04ff5684b00d1d/,True,GenericResource
"[{u'type': u'box', u'value': {u'northlimit': 46.936433013325455, u'projection': u'WGS 84 EPSG:4326', u'units': u'Decimal degrees', u'southlimit': 46.90149244734083, u'eastlimit': -110.84896087646484, u'westlimit': -110.89290618896484}}, {u'type': u'period', u'value': {u'start': u'2013-05-29', u'end': u'2013-09-12'}}]",764a2568364a492183e548e7b0819551,02-03-2017,http://www.hydroshare.org/django_irods/download/bags/764a2568364a492183e548e7b0819551.zip,http://www.hydroshare.org/hsapi/resource/764a2568364a492183e548e7b0819551/scimeta/,Kendra E. Kaiser,http://www.hydroshare.org/hsapi/resource/764a2568364a492183e548e7b0819551/map/,False,"Terrain Metrics, Soil Characteristics, and Seasonal Methane Flux at TCEF, 2013.",True,True,False,02-03-2017,http://www.hydroshare.org/resource/764a2568364a492183e548e7b0819551/,False,GenericResource
[],3a712a9b5dda4cba812a7c36a1966bfd,02-05-2017,http://www.hydroshare.org/django_irods/download/bags/3a712a9b5dda4cba812a7c36a1966bfd.zip,http://www.hydroshare.org/hsapi/resource/3a712a9b5dda4cba812a7c36a1966bfd/scimeta/,Prasanna Dahal,http://www.hydroshare.org/hsapi/resource/3a712a9b5dda4cba812a7c36a1966bfd/map/,False,TauDEM Processing of Logan Watershed,True,True,False,02-05-2017,http://www.hydroshare.org/resource/3a712a9b5dda4cba812a7c36a1966bfd/,True,GenericResource
[],ee9ab1df48b14e66ae9ee4c265a96fb5,02-13-2017,http://www.hydroshare.org/django_irods/download/bags/ee9ab1df48b14e66ae9ee4c265a96fb5.zip,http://www.hydroshare.org/hsapi/resource/ee9ab1df48b14e66ae9ee4c265a96fb5/scimeta/,Miguel Leon,http://www.hydroshare.org/hsapi/resource/ee9ab1df48b14e66ae9ee4c265a96fb5/map/,False,Using ODM2API and Bokeh to create result value annotations. Bokeh allows a user to interactively select values from a graph.,True,True,False,02-07-2017,http://www.hydroshare.org/resource/ee9ab1df48b14e66ae9ee4c265a96fb5/,False,GenericResource
"[{u'type': u'period', u'value': {u'start': u'2001-01-01', u'end': u'2015-07-03'}}, {u'type': u'box', u'value': {u'northlimit': 49.61070993807422, u'projection': u'WGS 84 EPSG:4326', u'units': u'Decimal degrees', u'southlimit': 31.052933985705163, u'eastlimit': -101.337890625, u'westlimit': -125.595703125}}]",1c62269aa802467688d25540caf2467e,02-08-2017,http://www.hydroshare.org/django_irods/download/bags/1c62269aa802467688d25540caf2467e.zip,http://www.hydroshare.org/hsapi/resource/1c62269aa802467688d25540caf2467e/scimeta/,John C. Hammond,http://www.hydroshare.org/hsapi/resource/1c62269aa802467688d25540caf2467e/map/,True,MODIS MOD10A2 derived snow persistence and no data index for the western U.S.,False,True,True,02-07-2017,http://www.hydroshare.org/resource/1c62269aa802467688d25540caf2467e/,True,GenericResource
"[{u'type': u'period', u'value': {u'start': u'2010-03-13', u'end': u'2013-05-30'}}, {u'type': u'box', u'value': {u'northlimit': 35.911, u'projection': u'WGS 84 EPSG:4326', u'units': u'Decimal degrees', u'southlimit': 35.853, u'westlimit': -106.598, u'eastlimit': -106.484, u'name': u'Jemez River Basin, Valles Caldera National Preserve'}}]",28639de860f74340a3549735abb7b0c6,02-09-2017,http://www.hydroshare.org/django_irods/download/bags/28639de860f74340a3549735abb7b0c6.zip,http://www.hydroshare.org/hsapi/resource/28639de860f74340a3549735abb7b0c6/scimeta/,Jennifer McIntosh,http://www.hydroshare.org/hsapi/resource/28639de860f74340a3549735abb7b0c6/map/,True,"Water chemistry for La Jara Creek and nearby springs in the Jemez River Basin Critical Zone Observatory, Valles Caldera Preserve, New Mexico (2010-2013)",False,True,True,02-07-2017,http://www.hydroshare.org/resource/28639de860f74340a3549735abb7b0c6/,True,GenericResource
[],4b7f19774f5442e8b17c38d2f72df49b,02-27-2017,http://www.hydroshare.org/django_irods/download/bags/4b7f19774f5442e8b17c38d2f72df49b.zip,http://www.hydroshare.org/hsapi/resource/4b7f19774f5442e8b17c38d2f72df49b/scimeta/,Christina Bandaragoda,http://www.hydroshare.org/hsapi/resource/4b7f19774f5442e8b17c38d2f72df49b/map/,False,Watershed Dynamics Model: Climate,True,True,False,02-10-2017,http://www.hydroshare.org/resource/4b7f19774f5442e8b17c38d2f72df49b/,True,GenericResource
[],b0dd5943944a4ae8949b881cd0264bf5,02-10-2017,http://www.hydroshare.org/django_irods/download/bags/b0dd5943944a4ae8949b881cd0264bf5.zip,http://www.hydroshare.org/hsapi/resource/b0dd5943944a4ae8949b881cd0264bf5/scimeta/,David Tarboton,http://www.hydroshare.org/hsapi/resource/b0dd5943944a4ae8949b881cd0264bf5/map/,False,HydroShare Pictures,True,True,False,02-10-2017,http://www.hydroshare.org/resource/b0dd5943944a4ae8949b881cd0264bf5/,True,GenericResource
